,0,v1
3437,ic lotta childporn car,ham
3439,took mr owl 3 lick,ham
3440,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent went trip oh babe go celebr rent,spam
3441,st andr virgil cream,spam
3442,probabl gonna see later tonight lt,ham
3444,attend noth,ham
3445,camera quit good 10 1mega pixel 3optic 5digit doom love holiday safe hope hav good journey happi new year see coupl week,ham
3446,hello darlin ive finish colleg txt u finish u love kate xxx,ham
3447,ok lar u sleep earli nite,ham
3448,free day finish 6 mon n thur,ham
3449,nah perpetu dd,ham
3451,play one day last year know even though good team like india,ham
3452,network job,ham
3453,dont understand messag,ham
3456,post l8r class,ham
3457,life never much fun great came made truli special forget enjoy one gbp sm,ham
3458,got new year co yetund said want surpris didnt see money return mid januari lt gt day return period end,spam
3459,adult 18 content video shortli,ham
3460,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win 82050 co uk,ham
3461,feb lt gt love u day send di ur valu frnd evn 3 come back u gt marri person u luv u ignor di u lose ur luv 4 evr,spam
3462,sorri gone place tomorrow realli sorri,ham
3464,good even,ham
3465,2 half year miss friendship,ham
3466,ya tell abt tht incid,spam
3470,know yetund sent money yet sent text bother send dont involv anyth impos anyth first place apologis,ham
3471,sorri sir call tomorrow senthil hsbc,ham
3472,stop wonder wow ever go stop tm ing tm whenev want mine laugh,ham
3473,told everyth stop dont let get dehydr,ham
3474,actual mobil full msg work onlin need send lt gt sent msg wil explain u later,ham
3475,havent lei next mon,ham
3476,hey got mail,ham
3477,freemsg feelin kinda lnli hope u like 2 keep compani jst got cam mobi wanna c pic txt repli date 82242 msg150p 2rcv hlp 08712317606 stop 82242,ham
3478,yo guess drop,ham
3480,want explicit sex 30 sec ring 02073162414 cost 20p min gsex pobox 2667 wc1n 3xx,ham
3481,free camera phone linerent 4 49 month 750 cross ntwk min 1 2 price txt bundl deal also avbl call 08001950382 call2optout j mf,spam
3482,nice pub near franki n benni near warner cinema,ham
3483,lt gt great loxahatche xma tree burn updat total see star,ham
3485,yar els thk sort funni thing,ham
3486,gudnit tc practic go,ham
3487,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm ac smsreward 2 end bid notif repli end,ham
3488,home also,ham
3489,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,ham
3490,u r subscrib 2 textcomp 250 wkli comp 1st wk free question follow subsequ wk charg 150p msg 2 unsubscrib txt stop 2 84128 custcar 08712405020,ham
3491,huh fast dat mean u havent finish paint,ham
3493,time week ryan,spam
3495,omg want scream weigh lost weight woohoo,ham
3496,went project centr,ham
3498,havent plan buy later check alreadi lido got 530 show e afternoon u finish work alreadi,ham
3499,ok that cool either raglan rd edward rd behind cricket ground gimm ring ur closebi see tuesday,spam
3500,ye place town meet excit adult singl uk txt chat 86688 150p msg,ham
3501,babe said 2 hour almost 4 internet,ham
3502,hmm mani unfortun pic obvious arent hot cake kinda fun tho,ham
3503,receiv understood n act upon,ham
3505,ur cash balanc current 500 pound maxim ur cash send collect 83600 150p msg cc 08718720201 po box 114 14 tcr w1,ham
3506,haha hope ì_ hear receipt sound gd luck,ham
3507,kindli send one flat lt decim gt today,ham
3508,call number avail appoint ask connect call wahe fathima,ham
3509,much got clean,ham
3510,hate turn fun shop trip annoy day everyth would look hous,ham
3511,sorri call later,ham
3512,boo way mom make tortilla soup yummmm,ham
3513,aww must nearli dead well jez iscom todo workand whilltak forev,ham
3514,awesom lemm know whenev around,ham
3516,cancel cheyyamo get money back,ham
3517,got fujitsu ibm hp toshiba got lot model say,ham
3518,raji pl favour pl convey birthday wish nimya pl today birthday,ham
3519,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,ham
3521,plan pongal,ham
3522,tension ah machi problem,ham
3523,simpli sit watch match offic,ham
3524,also da feel yesterday night wait til 2day night dear,ham
3525,unni thank dear recharg rakhesh,ham
3526,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,ham
3527,nvm ok,spam
3528,short cute good person,spam
3530,sure dont forgot come alway touch,ham
3531,meet lobbi,ham
3533,wot u 2 thout u gonna call txt bak luv k,ham
3534,ok thk got u wan 2 come wat,ham
3536,hi hun im comin 2nite tell every1 im sorri 4 hope u ava goodtim oli rang melnit ifink mite b sort il explain everythin mon l8r x,ham
3538,hey still want go yogasana coz end cine go bath hav steam bath,ham
3540,ooh 4got gonna start belli danc moseley wed 6 30 u want 2 join cafe,ham
3541,k send lt gt min,ham
3544,let know kick,ham
3545,1 go write msg 2 put dictionari mode 3 cover screen hand 4 press lt gt 5 gentli remov ur hand interest,ham
3546,dun believ wat,spam
3549,want tell bad feel basic time text late need drug,ham
3550,start skye,ham
3551,lol nah bad thank good b home quit realiti check how ur day u anyth websit,ham
3553,aight 8 latest probabl closer 7 jay tyler two trip,ham
3554,got got 2 colour lor one colour quit light n e darker lor actual done style hair,spam
3555,1 tension face 2 smile face 3 wast face 4 innoc face 5 terror face 6 cruel face 7 romant face 8 lovabl face 9 decent face lt gt joker face,ham
3556,text drop x,ham
3557,rounder requir,ham
3558,wait til least wednesday see get,spam
3560,r u cook dinner,spam
3561,still get good,ham
3563,tiwari rcb battl bang kochi,ham
3564,prepar pound everi night,ham
3565,say happen,ham
3566,hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,spam
3567,yar lor u noe u use dat rout,ham
3568,,ham
3569,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150p tone 16 repli hl 4info,spam
3572,go 4 lunch wif famili aft dat go str 2 orchard lor,spam
3573,promot number 8714714 ur award citi break could win å 200 summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16 å 1 50perwksub,ham
3574,ok,ham
3577,practis curtsey,ham
3578,dont want hear anyth,ham
3579,go chase run cross street,ham
3581,yeah tri scroung someth,ham
3582,merri christma babe love ya kiss,ham
3583,friend u stay fb chat,spam
3584,oh get paid outstand one commerci hasbro august made us jump mani hoop get paid still,ham
3585,one slice one breadstick lol,spam
3587,monthli password wap mobsi com 391784 use wap phone pc,ham
3588,yup,ham
3589,rush work school rush go hungri,ham
3590,dont pack buy store like cereal must pack food pack gari someth 9ja miss,ham
3591,possibl teach,ham
3594,freemsg record indic may entitl 3750 pound accid claim free repli ye msg opt text stop,ham
3595,leav yet ok lor go elsewher n eat u thk,ham
3596,may call later pl,spam
3597,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hg suite342 2land row w1j6hl,ham
3598,v skint fanci bevi waz gona go meet othr spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,ham
3600,prasanth ettan mother pass away last night pray famili,ham
3601,want kfc tuesday buy 2 meal 2 gravi 2 mark 2,ham
3602,today voda number end 7634 select receiv å 350 reward match pleas call 08712300220 quot claim code 7684 standard rate appli,ham
3604,ya even cooki jelli,ham
3605,still around look pick later,ham
3606,know u u know send chat 86688 let find 150p msg rcvd hg suite342 2land row w1j6hl ldn 18 year,ham
3607,arr birthday today wish get oscar,ham
3608,stomach thru much trauma swear eat better lose weight,ham
3609,inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas tri bullshit make want listen less,ham
3610,done c ì_,ham
3611,wuld without babi thought alon mite break donåõt wanna go crazi everyboy need ladi xxxxxxxx,ham
3613,watch cartoon listen music amp eve go templ amp church u,ham
3614,u dun say earli hor u c alreadi say,ham
3617,freemsg hey darl 3 week word back like fun still tb ok xxx std chg send å 1 50 rcv,ham
3618,dont talk ever ok word,spam
3619,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr 82277 å 1 50 sp tyron,ham
3620,search good dual sim mobil pa,ham
3621,new local date area lot new peopl regist area repli date start 18 www flirtparti us replys150,ham
3622,lol take member said aunt flow visit 6 month caus develop ovarian cyst bc way shrink,ham
3623,okay shine meant sign sound better,ham
3624,sure neighbor didnt pick,ham
3625,actual first time went bed long spoke woke 7 night,ham
3627,neshanth tel r u,ham
3628,will go app class,ham
3629,freemsg 1 month unlimit free call activ smartcal txt call 68866 subscriptn3gbp wk unlimit call help 08448714184 stop txt stop landlineonli,spam
3630,k k also fine complet cours,ham
3631,came hostel,ham
3633,ok lor,ham
3634,sorri de went shop,ham
3635,free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7z subscript 450pw,ham
3636,love u 2 babe r u sure everyth alrit idiot txt bak girli,ham
3637,sorri mail,spam
3638,pl wont beliv god jesu,ham
3639,upload mine facebook,ham
3640,hope settl new school year wishin gr8 day,spam
3642,job profil seem like bpo,ham
3643,got ur mail dileep thank muchand look forward lot support less contact rememb one venugop mention tomorrow late shall tri come till goodnight dear,ham
3644,much buzi,spam
3645,ì_ b go esplanad fr home,ham
3646,final chanc claim ur å 150 worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz å 3 00 sub 16,ham
3647,forgot work today wanna chat thing ok drop text free bore etc ring hope well nose essay xx,ham
3648,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor,ham
3649,money money aint thing sha,ham
3650,let use next week princess,ham
3651,think go honesti road call bank tomorrow tough decis make us great peopl,ham
3652,msg r time pass silent say think u right also make u think least 4 moment gd nt swt drm shesil,ham
3653,mani time told stage use laugh listen aha,ham
3654,sorri batteri die yeah,ham
3656,heard job go wildlif talk tonight u want2com that2worzel wizzl whatev,ham
3657,alrit sam nic checkin ur number b,ham
3658,congratul winner august å 1000 prize draw call 09066660100 prize code 2309,ham
3659,oh wow that gay firmwar updat help,ham
3661,sure drive reach destin soon,ham
3663,believ true incred txt repli g learn truli amaz thing blow mind o2fwd 18p txt,ham
3664,talk,ham
3665,must come later normal bath da afternoon mah,ham
3666,cours math one day one chapter one month finish,ham
3667,ask anthoni dad bf,ham
3668,photoshop make comput shut,ham
3670,jade paul didnåõt u txt u rememb barm want 2 talk 2 u txt,ham
3671,puriti friendship two smile read forward messag smile see name gud evng musthu,ham
3672,hey gave photo regist drive ah tmr wanna meet yck,ham
3673,tht wat wright brother fli,spam
3674,final came fix ceil,ham
3675,good afternoon sunshin dawn day refresh happi aliv breath air smile think love alway,ham
3676,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p,ham
3677,sorri im get feel realli bad total reject kinda thing,spam
3679,wanna laugh tri chit chat mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,ham
3680,hi b ard 4 christma enjoy n merri x ma,ham
3681,know mallika sherawat yesterday find lt url gt,ham
3682,shower babi,ham
3683,oh way food fridg want go meal tonight,ham
3684,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,ham
3685,lor,ham
3686,yup anyth lor u dun wan ok,ham
3687,sir wait mail,ham
3688,u look 4 da lib got stuff havent finish yet,ham
3690,shame mayb cld meet hr tomo,ham
3691,u still paint ur wall,ham
3692,c movi juz last minut decis mah juz watch 2 lar tot ì_ interest,ham
3693,two letter copi co one messag speak soon,ham
3694,show wot say could u c 4 dust,ham
3695,forward 21870000 hi mailbox messag sm alert 4 messag 21 match pleas call back 09056242159 retriev messag match,ham
3696,ju came back fr lunch wif si u leh,spam
3697,2 laptop noe infra slow lar wan fast one,ham
3698,need detail onlin job,ham
3699,r u say order slipper co pay return,ham
3700,okey doke home dress co lay around ill speak later bout time stuff,ham
3701,rude campu,ham
3702,depend would like treat,ham
3704,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win 82050 co uk,ham
3705,tell tell one treat hi hi hi,ham
3707,guarante å 200 award even å 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php,spam
3708,sm ac sun0819 post hello seem cool,ham
3709,well gener price lt gt oz let know much want,ham
3713,ok come n pick u engin,ham
3714,got call tool,ham
3715,u better go sleep dun disturb u liao u wake msg lor,ham
3716,nope b go 2 sch fri quit earli lor co my si got paper da morn,ham
3717,want mapquest someth look usf dogwood drive,ham
3719,babe think got ur brolli left english wil bring 2mrw 4 u luv franxx,ham
3720,romant pari 2 night 2 flight å 79 book 4 next year call 08704439680t cs appli,ham
3721,stop old man get build snowman snow angel snowbal fight,ham
3723,miss much despar record messag left day listen hear sound voic love,spam
3724,ever green quot ever told jerri cartoon person irrit u alway one love u vri much fail express gud nyt,ham
3726,ta job avail let know pleas co realli need start work,ham
3727,tmr timin still da wat co got lesson 6,ham
3729,jokin lar depend phone father get lor,ham
3730,love night wake see messag hope smile know great morn,ham
3731,tkt euro2004 cup final å 800 cash collect call 09058099801 b4190604 pobox 7876150ppm,ham
3732,get back time soon,ham
3734,babe goe day sip cappuccino think love send kiss across sea,ham
3735,well go aunti,ham
3736,k k watch film,ham
3737,captain vijaykanth comedi captain tv drunken,ham
3738,nokia phone lovli,ham
3739,never believ actual got taunton wow,ham
3741,good morn plz call sir,ham
3742,better bb wont use wife doctor,ham
3743,tri reach without success,ham
3744,pansi live jungl two year drive worri,ham
3745,start send blackberri torch nigeria find buyer like 4a month tell dad buy bb anyon oh,ham
3746,dont know come ask question like dont mistak,ham
3747,pick variou point go 2 yeovil motor project 4 3 hour u take home 12 2 5 30 max easi,ham
3748,tabl occupi wait tree,spam
3749,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli,ham
3750,know result,ham
3754,solv case man found murder lt decim gt lt gt afternoon 1 wife call polic 2 polic question everyon 3 wife sir sleep murder took place 4 cook cook 5 garden pick veget 6 hous maid went 2 post offic 7 children went 2 play 8 neighbour went 2 marriag polic arrest murder immedi repli reason u r brilliant,ham
3756,last much 2 hour might get lucki,spam
3757,forgot tell ì_ smth ì_ like number section clearer,ham
3759,hey guy know breath neck get bud anyway abl get half track usf tonight,ham
3760,bother trust answer pl,ham
3761,4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt,spam
3762,print oh lt gt come upstair,ham
3763,yep pretti sculptur,ham
3764,urgent pleas call 09061743810 landlin abta complimentari 4 tenerif holiday 5000 cash await collect sae cs box 326 cw25wx 150 ppm,spam
3765,rememb,ham
3766,ask say pleas messag,ham
3768,come home 4 dinner,ham
3769,money 4 steve mate,ham
3770,ditto worri say anyth anymor like said last night whatev want peac,ham
3771,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 tnc www ldew com1win150ppmx3age16,ham
3772,si catch e show e afternoon watch w c u wan 2 watch today tmr lor,ham
3773,valu custom pleas advis follow recent review mob award å 1500 bonu prize call 09066368470,ham
3774,aight wat happen side,ham
3775,u dun wan u dun like alreadi ah wat u still eat,ham
3776,ok r meet later,spam
3777,never lei v lazi got wat dat day ì_ send da url cant work one,ham
3778,449071512431 urgent 2nd attempt contact u u å 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari maxå 7 50,spam
3780,fine absolutli fine,ham
3781,dont use hook,ham
3782,ì_ send copi da report,ham
3783,honey pl find much sell predict nigeria mani time use import repli monday,ham
3784,nope c ì_,ham
3786,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikku ali vargu lyfu meow meow,ham
3787,ye said,spam
3788,good trip watch rememb get back must decid easter,ham
3789,b go 2 sch mon si need 2 take smth,ham
3791,how favourit person today r u workin hard sleep last nite nearli rang u 4 30,ham
3792,yep great loxahatche xma tree burn lt gt start hour,ham
3794,mobil number pl sm ur mail id convey regard achan amma rakhesh qatar,ham
3795,hi kindli give us back document submit loan stapati,ham
3796,yesterday go home,ham
3797,sign matur start say big thing actual start understand small thing nice even bslvyl,ham
3798,urgent call 09066649731from landlin complimentari 4 ibiza holiday å 10 000 cash await collect sae cs po box 434 sk3 8wp 150ppm 18,ham
3799,havent add ì_ yet right,spam
3800,got tv 2 watch meh u work today,ham
3801,u say leh cours noth happen lar say v romant ju bit lor thk e nite sceneri nice leh,ham
3802,call one pick e phone ask alreadi said ok,ham
3804,lemm know swing pick free basic time 1 semest,ham
3805,sent ur email id soon,spam
3806,hi chikku send nice msg,ham
3807,petey boy wherear friendsar thekingshead come canlov nic,ham
3808,see,ham
3809,mobil 11 month u r entitl updat latest colour mobil camera free call mobil updat co free 08002986030,ham
3810,yeah leav coupl minut amp let know get mu,ham
3811,hack chat get backdoor entri 121 chat room fraction cost repli neo69 call 09050280520 subscrib 25p pm dp bcm box 8027 ldn wc1n3xx,ham
3812,sorri delay ye master,ham
3814,good weekend,ham
3815,gonna ask lol think 7,ham
3817,would still cozi exhaust last night nobodi went school work everyth close,spam
3818,actual delet old websit blog magicalsong blogspot com,ham
3821,ok lor msg b4 u call,ham
3823,got lt gt,ham
3824,well might come,ham
3825,tirupur da start offic call,ham
3826,r ì_ go 4 today meet,spam
3828,k come wenev u lik come also tel vikki come get free time,ham
3829,thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832,ham
3830,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meet,ham
3831,pay lt decim gt lakh,ham
3833,ur cash balanc current 500 pound maxim ur cash send cash 86688 150p msg cc 08708800282 hg suite342 2land row w1j6hl,ham
3834,normal hot mail com see,ham
3835,arriv see coupl day lt 3,ham
3836,goodnight sleep well da pleas take care pa pleas,ham
3837,okmail dear dave final notic collect 4 tenerif holiday 5000 cash award call 09061743806 landlin tc sae box326 cw25wx 150ppm,ham
3838,yup alreadi thanx 4 print n hand,ham
3839,much cost approx per month,ham
3840,custom servic announc recent tri make deliveri unabl pleas call 07090298926 schedul ref 9307622,ham
3841,shall start hear,ham
3842,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,ham
3843,cd 4u congratul ur award å 500 cd gift voucher å 125 gift guarante freeentri 2 å 100 wkli draw xt music 87066 tnc www ldew com1win150ppmx3age16,ham
3844,yup wun believ wat u realli neva c e msg sent shuhui,ham
3845,yet chikku go room nw bu,ham
3847,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,ham
3848,aiyo co sm ì_ ì_ neva repli wait 4 ì_ repli lar tot ì_ havent finish ur lab wat,ham
3849,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl,ham
3850,make easi pay back lt gt yr say pay back earlier get,ham
3851,yup n fren lor meet fren 730,ham
3852,lag sad part keep touch thank skype,ham
3853,love holiday monday feel even go dentist hour,ham
3854,2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08718726970 10p per min bt nation rate,spam
3855,keep ten rs shelf buy two egg,ham
3856,ok k sri knw 2 siva tat askd,ham
3860,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,spam
3861,brother transfer lt gt lt gt pa,ham
3862,oh dang mean send lol,spam
3863,text creepi like think forgot,ham
3865,congrat great want tell tell score co might make relax motiv thank share,ham
3866,lol boo hope laugh,ham
3867,somebodi go andro steal ice,ham
3868,lol oh babe wont slide place midnight thank invit,ham
3869,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one 4get name person,ham
3870,g class earli tomorrow thu tri smoke lt gt,ham
3871,ok let u noe leav hous,ham
3874,town v import,ham
3875,offic da,ham
3876,mayb find someth els instead,ham
3877,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u soon xxx,ham
3878,beauti sleep help ur pimpl,ham
3879,tri neva mate,ham
3881,sure check happen around area,ham
3882,save stress person dorm account send account detail money sent,ham
3883,dear got bu directli calicut,spam
3884,ok let noe later n ask call u tmr,ham
3888,plan yet go join compani jan 5 know happen,ham
3890,sorri man accident left phone silent last night check til got,ham
3893,8 latest g still scroung ammo want give new ak tri,spam
3894,okay wait ah,ham
3895,dear reach room,spam
3896,im wonder right,ham
3898,oh k think wi nz player unsold,ham
3899,yeah gang readi,ham
3900,messag responc happend,ham
3902,k come nordstrom done,ham
3905,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second,ham
3906,come home one last time wont anyth trust,ham
3907,press confer da,ham
3908,stop call everyon say might cancer throat hurt talk answer everyon call get one call babysit monday,ham
3909,nope juz work,ham
3910,hmmm mani player select,ham
3911,also rememb get dobbi bowl car,spam
3913,nope come onlin,ham
3914,lol feel bad use money take steak dinner,ham
3915,hey someth came last min think wun sign tmr hee,ham
3916,ìï still got lesson ìï sch,ham
3917,dunno lei ì_ decid lor abt leona oop tot ben go n msg,ham
3918,eat fo lunch senor,ham
3919,hey cuti goe wale kinda ok like hill shit still avent kill,spam
3920,ok sure time tho sure get librari class tri see point good eve,ham
3921,went ur hon lab one,ham
3922,lol hot air balloon,ham
3923,well must pain catch,ham
3924,know hook mean right,ham
3925,ok happen behav like,ham
3926,probabl coupl hour top,ham
3927,custom place call,ham
3928,said okay sorri,ham
3929,know pl open back,ham
3930,said ì_ dun haf passport smth like dat ì_ juz send email account,ham
3931,great news call freefon 08006344447 claim guarante å 1000 cash å 2000 gift speak live oper,ham
3932,well right gonna get check today steam sale pee text want come get,ham
3934,dunno dat wat told ok lor,ham
3935,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut u partnership u invest money ship take care rest u wud b self reliant soon dnt worri,ham
3936,think u got think use got good ni8,ham
3937,sorri call later,ham
3938,perform award calcul everi two month current one month period,ham
3939,work pleas call,ham
3940,lol grin babe thank think,spam
3941,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,ham
3942,keep ur problem ur heart,ham
3943,great,ham
3944,refus loan secur unsecur get credit call free 0800 195 6669 text back help,ham
3947,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma,ham
3949,get free mobil video player free movi collect text go 89105 free extra film order c appli 18 yr,ham
3950,true k u knw di lt gt,ham
3951,freemsg today day readi horni live town love sex fun game netcollex ltd 08700621170150p per msg repli stop end,ham
3952,u definit need modul e human di sem izzit u wan 2 take modul 1st,spam
3953,stayin troubl stranger saw dave day heåõ sort still bloke u gona get girl mr ur mum still think get 2getha,ham
3954,near kalainar tv offic thenampet,ham
3955,sir good morn hope good weekend call let know abl rais lt gt dad howev said would make rest avail mid feb amount still quit short hope would help good day abiola,ham
3956,ok ok ok what ur today plan,ham
3957,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg,ham
3959,hello boytoy made home constant thought love hope nice visit wait till come home kiss,ham
3960,actual fuck whatev find excus tampa point januari though,ham
3961,dont knw pa drink milk,spam
3962,oh yeah forgot u take 2 shop,ham
3963,oh brand,ham
3964,exactli anyway far jide studi visit,ham
3965,oki go yan jiu skip ard oso go cine den go mrt one blah blah blah,ham
3967,need come home give good lovin,ham
3968,hmm bit piec lol sigh,ham
3969,never want tell short edg late,ham
3970,u think girl propos u today se ur bloodi funki shit fuck face asssssholeee,spam
3971,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,ham
3972,wa ur openin sentenc formal anyway fine juz tt eatin much n puttin weight haha anythin special happen,ham
3973,free entri å 250 weekli competit text word win 80086 18 c www txttowin co uk,ham
3974,wait till 2 bu pick,ham
3976,oh oki lor go sat,spam
3977,hmm ok stay like hour co eye realli sore,ham
3978,ìï collect ur laptop go configur da set izzit,ham
3980,done oredi,ham
3981,get librari,ham
3982,compani good environ terrif food realli nice,ham
3983,troubl class go well due dodgey one û_ expect mine tomo see recoveri time place,ham
3984,also andro ice etc etc,ham
3985,pl send address sir,ham
3986,ye dont care need bad princess,spam
3987,mathew tait edward anderson,ham
3988,free call sir wait,ham
3989,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,spam
3990,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx,ham
3991,sent price mean lt gt g,ham
3992,lmao know well,ham
3993,gonna worri noth give money use,ham
3996,ìï neva tell noe home da aft wat,spam
3998,free top rington sub weekli rington get 1st week free send subpoli 81618 3 per week stop sm 08718727870,ham
3999,real babi want bring inner tigress,spam
4000,rock yr chik get 100 filthi film xxx pic yr phone rpli filth 69669 saristar ltd e14 9yt 08701752560 450p per 5 day stop2 cancel,ham
4001,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today,ham
4002,ok wun b angri msg u aft come home tonight,ham
4006,sorri da gone mad mani pend work,ham
4007,noth much chillin home super bowl plan,ham
4009,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca getz co uk pobox365o4w45wq 300p,spam
4011,2 doc appoint next week tire shove stuff ugh normal bodi,ham
4012,frnd neces life imagin urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt function thnk abt event esp care miss amp irrit u 4wrd dear love frnd wthout u cant live jst takecar goodmorn,ham
4014,ok leav need ask,spam
4015,sexi singl wait text age follow gender wither f e g 23f gay men text age follow g e g 23g,ham
4016,guess lt gt min,ham
4017,youdo later sar xxx,ham
4018,come life brought sun shini warm heart put constant smile face make feel love care,spam
4019,god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg,ham
4020,sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook 8007,ham
4021,cant pick phone right pl send messag,ham
4023,hello u u 2 u b move flat co need arrang pick lamp etc take care hello carolin,ham
4025,doubl min doubl txt 1 2 price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402 call2optout lf56,ham
4026,alright took morphin back yo,ham
4027,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid 2 aproach gal dt time truck speed toward gal wn 2 hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili 2gthr drink boost evrydi moral stori hv free msg gud ni8,ham
4028,stop know well,ham
4029,gud ni8 swt drm take care,ham
4030,win å 1000 cash prize prize worth å 5000,ham
4031,brainless babi doll vehicl sariyag drive madok barolla,ham
4032,tick tick tick babe,ham
4033,fri ah oki lor goin 4 drivin den go shoppin tt,ham
4034,two fundament cool life walk,spam
4035,today song dedic day song u dedic send ur valuabl frnd first rpli,ham
4036,much eighth,ham
4037,cheer u tex mecaus u werebor yeah okden hunni r uin wk sat soundåõ likeyour havin gr8fun j keep updat countinlot lovem xxxxx,ham
4038,1 new messag pleas call 08718738034,ham
4040,take small dose tablet fever,spam
4041,cool tyler take gonna buy drop place later tonight total order quarter got enough,ham
4042,reach home n bath liao u call,ham
4043,oh great disturb talk,ham
4044,hey kate,ham
4045,noooooooo pleas last thing need stress life fair,spam
4049,lol ok forgiven,ham
4052,ìï v fan,ham
4053,dunno close oredi ìï v fan,ham
4054,pa tell went bath,ham
4055,said text one time,ham
4056,easi mate guess quick drink bit ambiti,ham
4057,winner u special select 2 receiv å 1000 4 holiday flight inc speak live oper 2 claim 0871277810910p min 18,ham
4058,ye glad made,spam
4059,mani day sinc,spam
4060,hey r ì_ still onlin finish format,ham
4061,u secret admir reveal think u r special call 09065174042 opt repli reveal stop 1 50 per msg recd cust care 07821230901,ham
4062,privat 2004 account statement 07742676969 show 786 unredeem bonu point claim call 08719180248 identifi code 45239 expir,ham
4063,cashbin co uk get lot cash weekend www cashbin co uk dear welcom weekend got biggest best ever cash give away,ham
4064,dear sir salam alaikkum pride pleasur meet today tea shop pleas send contact number qatar rakhesh indian pl save number respect regard,ham
4065,vikki come around lt time gt,ham
4066,n funni,spam
4067,hey u still gym,spam
4068,ujhhhhhhh comput ship address sandiago parantella lane wtf poop,ham
4069,simpson movi releas juli 2007 name band die start film green day b blue day c red day send b c,ham
4070,hi im relax time ever get 7am everi day parti good night get home tomorrow 5ish,ham
4072,dip cell dead come u better respond els shall come back,ham
4073,nah think goe usf live around though,ham
4075,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli nokia 150p poli 200p 16,spam
